종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","1870","0","0.00","1875","2050","1830","614089","1191543410","83780695570","44802511"
"095570","AJ네트웍스","KOSPI",,"2850","-100","-3.39","3000","3000","2850","96804","282074760","133443540750","46822295"
"006840","AK홀딩스","KOSPI",,"17850","-150","-0.83","18000","19300","17350","81201","1480209500","236468963850","13247561"
"054620","APS홀딩스","KOSDAQ","우량기업부","6300","-150","-2.33","6440","6820","6170","498580","3250728130","128483592300","20394221"
"265520","AP시스템","KOSDAQ","우량기업부","23800","-700","-2.86","24250","25700","23800","426229","10598688250","344629402600","14480227"
"211270","AP위성","KOSDAQ","벤처기업부","5740","150","2.68","5590","5880","5590","22588","129543380","86184974960","15014804"
"027410","BGF","KOSPI",,"3670","-10","-0.27","3665","3795","3580","367217","1354033535","351280622970","95716791"
"282330","BGF리테일","KOSPI",,"127500","-4500","-3.41","130500","136500","126000","62937","8344935500","2203698015000","17283906"
"138930","BNK금융지주","KOSPI",,"4355","-80","-1.80","4405","4550","4345","1495082","6679196455","1419447996330","325935246"
"001460","BYC","KOSPI",,"187000","-3000","-1.58","190500","192500","179500","1206","227597500","116803005000","624615"
"001465","BYC우","KOSPI",,"95100","200","0.21","95500","95500","94000","335","31738900","20483113500","215385"
"001040","CJ","KOSPI",,"62200","-2300","-3.57","63100","65800","62200","101337","6492804600","1814809275600","29176998"
"079160","CJ CGV","KOSPI",,"17700","0","0.00","17350","18550","17050","372970","6652736850","374555240100","21161313"
"035760","CJ ENM","KOSDAQ","우량기업부","98100","-6000","-5.76","101200","103500","98100","113629","11503340900","2151250007400","21929154"
"00104K","CJ4우(전환)","KOSPI",,"41650","-1050","-2.46","42050","43900","41500","24566","1052958250","176034224800","4226512"
"000120","CJ대한통운","KOSPI",,"128000","-8000","-5.88","135500","136000","128000","72016","9519916500","2919980032000","22812344"
"011150","CJ씨푸드","KOSPI",,"3990","920","29.97","3170","3990","3015","44074199","167622469480","143363784270","35930773"
"011155","CJ씨푸드1우","KOSPI",,"36150","6650","22.54","29950","38300","29750","251216","8883597700","7230000000","200000"
"001045","CJ우","KOSPI",,"31950","-300","-0.93","32950","33650","31850","11272","368483200","72214124850","2260223"
"097950","CJ제일제당","KOSPI",,"214000","-2000","-0.93","220000","234000","214000","108866","24362092000","3221595804000","15054186"
"097955","CJ제일제당 우","KOSPI",,"90100","1600","1.81","88600","95800","88600","8146","757191200","119601713300","1327433"
"051500","CJ프레시웨이","KOSDAQ","중견기업부","15700","200","1.29","15500","17950","14900","363866","5995350950","186383900200","11871586"
"058820","CMG제약","KOSDAQ","벤처기업부","3595","-85","-2.31","3970","4095","3575","7757637","29429814495","499317617180","138892244"
"023460","CNH","KOSDAQ","중견기업부","1345","-20","-1.47","1375","1430","1305","174471","240554020","50034000000","37200000"
"065770","CS","KOSDAQ","벤처기업부","1825","80","4.58","1700","1955","1690","166747","310648865","34374148750","18835150"
"083660","CSA 코스믹","KOSDAQ","관리종목(소속부없음)","4170","0","0.00","0","0","0","0","0","82347662970","19747641"
"000590","CS홀딩스","KOSPI",,"42850","2750","6.86","40050","44850","39750","2417","102869250","49469553700","1154482"
"012030","DB","KOSPI",,"556","-10","-1.77","566","585","553","919393","522569708","111852706748","201173933"
"322780","DB금융스팩7호","KOSDAQ","SPAC(소속부없음)","2000","5","0.25","2000","2000","1985","5913","11765690","9100000000","4550000"
"016610","DB금융투자","KOSPI",,"2875","-140","-4.64","2970","3065","2825","284479","836441260","122033368375","42446389"
"005830","DB손해보험","KOSPI",,"32350","-2400","-6.91","34350","34950","32350","429379","14540804050","2290380000000","70800000"
"000990","DB하이텍","KOSPI",,"20900","-750","-3.46","21500","22200","20650","1301914","28041952150","927930489200","44398588"
